album,song,lyric,section
Speak Now (Taylor's Version),Enchanted (Taylor's Version),This night is flawless,[Chorus]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),Don't you let it go,[Chorus]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),I'm wonderstruck,[Chorus]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),Dancing around all alone,[Chorus]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),I'll spend forever,[Chorus]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),Wondering if you knew,[Chorus]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),I was enchanted to meet you,[Chorus]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),This is me praying that,[Bridge]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),This was the very first page,[Bridge]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),Not where the storyline ends,[Bridge]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),My thoughts will echo your name,[Bridge]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),Until I see you again,[Bridge]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),These are the words I held back,[Bridge]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),As I was leaving too soon,[Bridge]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),I was enchanted to meet you,[Bridge]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),Please don't be in love,[Breakdown]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),With someone else,[Breakdown]
Speak Now (Taylor's Version),Enchanted (Taylor's Version),Please don't have somebody,[Breakdown]
